timestamp,pair,action,amount_usd_scaled,amount_usd,entry_price,exit_price,trade_pnl_usd,equity_usd,cum_return_pct,running_peak,drawdown_pct
2026-04-09 13:35:18+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100112.71817468967,0.11271817468967438,100112.71817468967,0.0
2026-04-09 13:35:18+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100225.43634937934,0.22543634937932655,100225.43634937934,0.0
2026-04-09 13:35:18+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100338.154524069,0.33815452406900093,100338.154524069,0.0
2026-04-09 13:55:41+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100450.87269875867,0.4508726987586753,100450.87269875867,0.0
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103381.54524069003,3.3815452406900315,103381.54524069003,0.0
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103268.82706600036,3.268827066000357,103381.54524069003,-0.10903123417941307
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103156.1088913107,3.156108891310705,103381.54524069003,-0.21806246835881504
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,103043.39071662103,3.0433907166210306,103381.54524069003,-0.3270937025382281
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102930.67254193136,2.930672541931356,103381.54524069003,-0.4361249367176301
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102817.95436724169,2.817954367241682,103381.54524069003,-0.5451561708970432
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102705.23619255202,2.7052361925520296,103381.54524069003,-0.6541874050764451
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102592.51801786236,2.5925180178623553,103381.54524069003,-0.7632186392558582
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102479.79984317269,2.479799843172681,103381.54524069003,-0.8722498734352713
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102367.08166848302,2.3670816684830287,103381.54524069003,-0.9812811076146732
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102141.64531910369,2.14164531910368,103381.54524069003,-1.1993435759734883
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102028.92714441402,2.0289271444140278,103381.54524069003,-1.3083748101529014
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,102254.36349379335,2.2543634937933543,103381.54524069003,-1.0903123417940863
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101803.49079503468,1.803490795034679,103381.54524069003,-1.5264372785117164
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100563.59087344834,0.5635908734483275,103381.54524069003,-2.7257808544852047
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100676.309048138,0.6763090481380019,103381.54524069003,-2.6167496203058027
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101916.20896972435,1.9162089697243534,103381.54524069003,-1.4174060443323033
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100901.74539751734,0.9017453975173506,103381.54524069003,-2.3986871519469766
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101014.46357220701,1.0144635722070028,103381.54524069003,-2.2896559177675746
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101127.18174689668,1.1271817468966772,103381.54524069003,-2.1806246835881615
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,100789.02722282767,0.7890272228276762,103381.54524069003,-2.5077183861263896
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101352.61809627601,1.3526180962760037,103381.54524069003,-1.9625622152293465
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101465.33627096568,1.465336270965678,103381.54524069003,-1.8535309810499445
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101578.05444565535,1.5780544456553525,103381.54524069003,-1.7444997468705314
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101690.77262034501,1.6907726203450046,103381.54524069003,-1.6354685126911295
2026-04-09 14:09:27+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,101239.89992158634,1.2398999215863515,103381.54524069003,-2.0715934494087596
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102028.92714441402,2.0289271444140278,103381.54524069003,-1.3083748101529014
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101239.89992158634,1.2398999215863515,103381.54524069003,-2.0715934494087596
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101352.61809627601,1.3526180962760037,103381.54524069003,-1.9625622152293465
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101465.33627096568,1.465336270965678,103381.54524069003,-1.8535309810499445
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101578.05444565535,1.5780544456553525,103381.54524069003,-1.7444997468705314
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101690.77262034501,1.6907726203450046,103381.54524069003,-1.6354685126911295
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101803.49079503468,1.803490795034679,103381.54524069003,-1.5264372785117164
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101916.20896972435,1.9162089697243534,103381.54524069003,-1.4174060443323033
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102141.64531910369,2.14164531910368,103381.54524069003,-1.1993435759734883
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,103156.1088913107,3.156108891310705,103381.54524069003,-0.21806246835881504
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102367.08166848302,2.3670816684830287,103381.54524069003,-0.9812811076146732
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102479.79984317269,2.479799843172681,103381.54524069003,-0.8722498734352713
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102592.51801786236,2.5925180178623553,103381.54524069003,-0.7632186392558582
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102705.23619255202,2.7052361925520296,103381.54524069003,-0.6541874050764451
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102817.95436724169,2.817954367241682,103381.54524069003,-0.5451561708970432
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102930.67254193136,2.930672541931356,103381.54524069003,-0.4361249367176301
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,103043.39071662103,3.0433907166210306,103381.54524069003,-0.3270937025382281
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,103268.82706600036,3.268827066000357,103381.54524069003,-0.10903123417941307
2026-04-09 18:01:47+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,102254.36349379335,2.2543634937933543,103381.54524069003,-1.0903123417940863
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100676.309048138,0.6763090481380019,103381.54524069003,-2.6167496203058027
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100789.02722282767,0.7890272228276762,103381.54524069003,-2.5077183861263896
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100901.74539751734,0.9017453975173506,103381.54524069003,-2.3986871519469766
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101127.18174689668,1.1271817468966772,103381.54524069003,-2.1806246835881615
2026-04-10 03:01:38+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,101014.46357220701,1.0144635722070028,103381.54524069003,-2.2896559177675746
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99436.40912655166,-0.5635908734483386,103381.54524069003,-3.816093196279291
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98534.66372903432,-1.465336270965678,103381.54524069003,-4.688343069714551
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98647.38190372399,-1.3526180962760148,103381.54524069003,-4.579311835535149
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98760.10007841366,-1.2398999215863404,103381.54524069003,-4.470280601355736
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98872.81825310332,-1.1271817468966772,103381.54524069003,-4.361249367176335
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99098.25460248266,-0.9017453975173395,103381.54524069003,-4.143186898817519
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99210.97277717233,-0.7890272228276762,103381.54524069003,-4.0341556646381065
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99323.690951862,-0.6763090481380019,103381.54524069003,-3.925124430458693
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99549.12730124133,-0.4508726987586753,103381.54524069003,-3.707061962099878
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98985.53642779299,-1.0144635722070139,103381.54524069003,-4.252218132996921
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99774.56365062066,-0.22543634937933765,103381.54524069003,-3.488999493741063
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100450.87269875867,0.4508726987586753,103381.54524069003,-2.8348120886646178
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100338.154524069,0.33815452406900093,103381.54524069003,-2.9438433228440197
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100225.43634937934,0.22543634937932655,103381.54524069003,-3.052874557023433
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100563.59087344834,0.5635908734483275,103381.54524069003,-2.7257808544852047
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100112.71817468967,0.11271817468967438,103381.54524069003,-3.1619057912028348
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,100000.0,0.0,103381.54524069003,-3.270937025382248
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99887.28182531033,-0.11271817468966328,103381.54524069003,-3.379968259561661
2026-04-10 20:33:43+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,99661.845475931,-0.33815452406900093,103381.54524069003,-3.598030727920476
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97294.76380744798,-2.7052361925520185,103381.54524069003,-5.887686645688051
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96505.7365846203,-3.4942634153796948,103381.54524069003,-6.650905284943908
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96618.45475930997,-3.3815452406900315,103381.54524069003,-6.541874050764496
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96731.17293399964,-3.268827066000357,103381.54524069003,-6.432842816585083
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96843.8911086893,-3.156108891310694,103381.54524069003,-6.32381158240568
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96956.60928337897,-3.0433907166210306,103381.54524069003,-6.214780348226268
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97069.32745806864,-2.930672541931356,103381.54524069003,-6.105749114046866
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97182.04563275831,-2.817954367241693,103381.54524069003,-5.996717879867452
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97407.48198213764,-2.5925180178623553,103381.54524069003,-5.7786554115086375
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97632.91833151698,-2.3670816684830176,103381.54524069003,-5.560592943149823
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97745.63650620665,-2.2543634937933543,103381.54524069003,-5.451561708970409
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97858.35468089631,-2.14164531910368,103381.54524069003,-5.342530474791007
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97971.07285558598,-2.0289271444140167,103381.54524069003,-5.233499240611595
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98083.79103027565,-1.9162089697243534,103381.54524069003,-5.124468006432192
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98196.50920496532,-1.803490795034679,103381.54524069003,-5.015436772252779
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98309.22737965499,-1.6907726203450157,103381.54524069003,-4.906405538073377
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,98421.94555434465,-1.5780544456553525,103381.54524069003,-4.797374303893964
2026-04-10 22:01:40+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,97520.20015682731,-2.479799843172692,103381.54524069003,-5.669624177329224
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95491.2730124133,-4.508726987586709,103381.54524069003,-7.632186392558582
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94927.68213896496,-5.072317861035048,103381.54524069003,-8.177342563455625
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95040.40031365462,-4.959599686345372,103381.54524069003,-8.068311329276213
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95153.11848834429,-4.84688151165571,103381.54524069003,-7.9592800950967995
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95265.83666303396,-4.734163336966047,103381.54524069003,-7.850248860917397
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94814.96396427529,-5.1850360357247105,103381.54524069003,-8.286373797635028
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95603.99118710296,-4.396008812897034,103381.54524069003,-7.5231551583791685
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95378.55483772363,-4.6214451622763715,103381.54524069003,-7.741217626737984
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95829.4275364823,-4.170572463517708,103381.54524069003,-7.305092690020354
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95942.14571117196,-4.057854288828033,103381.54524069003,-7.19606145584094
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96054.86388586163,-3.94513611413837,103381.54524069003,-7.087030221661539
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96167.5820605513,-3.8324179394486957,103381.54524069003,-6.977998987482126
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96280.30023524097,-3.7196997647590324,103381.54524069003,-6.868967753302724
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,96393.01840993064,-3.606981590069369,103381.54524069003,-6.759936519123311
2026-04-11 00:48:37+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,95716.70936179263,-4.2832906382073705,103381.54524069003,-7.414123924199767
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,93349.62769330961,-6.650372306690389,103381.54524069003,-9.70377984196733
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,93575.06404268894,-6.424935957311051,103381.54524069003,-9.485717373608516
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,93687.78221737861,-6.312217782621388,103381.54524069003,-9.376686139429113
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,93800.50039206828,-6.199499607931724,103381.54524069003,-9.2676549052497
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,93913.21856675795,-6.0867814332420505,103381.54524069003,-9.158623671070298
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94025.93674144761,-5.974063258552387,103381.54524069003,-9.049592436890885
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,93462.34586799928,-6.537654132000725,103381.54524069003,-9.594748607787928
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94251.37309082695,-5.7486269091730495,103381.54524069003,-8.83152996853207
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94364.09126551662,-5.635908734483386,103381.54524069003,-8.722498734352657
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94476.80944020629,-5.523190559793711,103381.54524069003,-8.613467500173256
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94589.52761489595,-5.410472385104049,103381.54524069003,-8.504436265993842
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94702.24578958562,-5.297754210414385,103381.54524069003,-8.395405031814441
2026-04-11 01:57:11+00:00,WETH/USDC,BUY,22,5000.0,2195.77153198953,2146.2708601652494,-112.71817468967161,94138.65491613728,-5.861345083862712,103381.54524069003,-8.940561202711484
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,94364.09126551662,-5.635908734483386,103381.54524069003,-8.722498734352657
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,94251.37309082695,-5.7486269091730495,103381.54524069003,-8.83152996853207
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,94138.65491613728,-5.861345083862712,103381.54524069003,-8.940561202711484
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,93913.21856675795,-6.0867814332420505,103381.54524069003,-9.158623671070298
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,94025.93674144761,-5.974063258552387,103381.54524069003,-9.049592436890885
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,93687.78221737861,-6.312217782621388,103381.54524069003,-9.376686139429113
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,93575.06404268894,-6.424935957311051,103381.54524069003,-9.485717373608516
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,93462.34586799928,-6.537654132000725,103381.54524069003,-9.594748607787928
2026-04-11 05:34:38+00:00,WETH/USDC,SELL,22,5000.0,2195.77153198953,2146.2708601652494,112.71817468967161,93800.50039206828,-6.199499607931724,103381.54524069003,-9.2676549052497
2026-04-11 13:31:39+00:00,BTCUSD,SELL,220,10000.0,71963.03,73129.15515361608,-162.04503251406803,94202.04623300255,-5.797953766997455,103381.54524069003,-8.879243375900437
2026-04-11 13:31:39+00:00,BTCUSD,SELL,220,10000.0,71963.03,73129.15515361608,-162.04503251406803,94040.00120048848,-5.959998799511523,103381.54524069003,-9.035988017448215
2026-04-11 13:31:39+00:00,BTCUSD,SELL,220,10000.0,71963.03,73129.15515361608,-162.04503251406803,93877.95616797441,-6.122043832025592,103381.54524069003,-9.192732658995983
2026-04-11 13:31:39+00:00,BTCUSD,SELL,220,10000.0,71963.03,73129.15515361608,-162.04503251406803,93715.91113546034,-6.284088864539661,103381.54524069003,-9.349477300543763
